Department,Gender,Mode,GPA
Computer_Application,Male,Parttime,0.3
Computer_Application,Male,Fulltime,0.3
Computer_Application,Male,Parttime,0.3
Computer_Application,Male,Fulltime,0.3
Computer_Application,Male,Fulltime,0.3
Computer_Application,Male,Fulltime,0.3
Computer_Application,Male,Fulltime,0.3
Computer_Application,Male,Fulltime,0.3
Computer_Application,Male,Fulltime,0.3
Computer_Application,Male,Fulltime,0.3
Computer_Application,Male,Fulltime,0.3
Computer_Application,Male,Parttime,0.3
Computer_Application,Male,Parttime,0.3
Computer_Application,Male,Parttime,0.3
Computer_Application,Male,Fulltime,0.3
Computer_Application,Male,Fulltime,0.3
Computer_Application,Male,Fulltime,0.3
Computer_Application,Male,Fulltime,0.3
Computer_Application,Male,Fulltime,0.3
Computer_Application,Male,Fulltime,0.3
Computer_Application,Male,Fulltime,0.3
Computer_Application,Male,Fulltime,0.3
Computer_Application,Male,Fulltime,0.3
Computer_Application,Male,Fulltime,0.3
Computer_Application,Male,Fulltime,0.3
Computer_Application,Female,Fulltime,0.3
Computer_Application,Female,Fulltime,0.3
Computer_Application,Male,Fulltime,0.3
Computer_Networking_and_Security,Male,Fulltime,0.3
Computer_Networking_and_Security,Male,Fulltime,0.3
Banking_and_Finance,Female,Fulltime,0.3
Economics,Male,Fulltime,0.3
Nursing,Female,Fulltime,0.4
Nursing,Female,Fulltime,0.4
Nursing,Female,Fulltime,0.4
Medical_Laboratory_Science,Female,Fulltime,0.4
Midwifery,Female,Fulltime,0.4
Computer_Application,Male,Fulltime,0.4
Computer_Application,Male,Fulltime,0.4
Computer_Application,Male,Fulltime,0.4
Computer_Application,Male,Fulltime,0.4
Computer_Application,Male,Fulltime,0.4
Computer_Application,Male,Fulltime,0.4
Computer_Application,Male,Fulltime,0.4
Computer_Application,Male,Fulltime,0.4
Computer_Application,Male,Fulltime,0.4
Computer_Application,Male,Fulltime,0.4
Computer_Application,Male,Fulltime,0.4
Computer_Application,Male,Fulltime,0.4
Computer_Application,Male,Fulltime,0.4
Computer_Application,Male,Fulltime,0.4
Computer_Application,Male,Parttime,0.4
Computer_Application,Male,Fulltime,0.4
Computer_Application,Male,Fulltime,0.4
Computer_Application,Male,Parttime,0.4
Computer_Application,Male,Parttime,0.4
Computer_Application,Male,Parttime,0.4
Computer_Application,Male,Fulltime,0.4
Computer_Multimedia,Male,Fulltime,0.4
Electrical_and_Electronics,Male,Fulltime,0.4
Civil_Engineering,Male,Fulltime,0.4
Civil_Engineering,Male,Fulltime,0.4
Business_Administration,Male,Fulltime,0.4
Business_Administration,Male,Fulltime,0.4
Accounting_and_Finance,Male,Fulltime,0.4
Economics,Male,Fulltime,0.4
Economics,Male,Fulltime,0.4
Medicine_and_General_Surgery,Female,Fulltime,0.5
Nursing,Female,Fulltime,0.5
Medical_Laboratory_Science,Male,Fulltime,0.5
Medical_Laboratory_Science,Male,Fulltime,0.5
Medical_Laboratory_Science,Male,Fulltime,0.5
Medical_Laboratory_Science,Female,Fulltime,0.5
Medical_Laboratory_Science,Male,Fulltime,0.5
Public_Health,Female,Fulltime,0.5
Computer_Application,Female,Fulltime,0.5
Computer_Application,Male,Fulltime,0.5
Computer_Application,Male,Fulltime,0.5
Computer_Application,Male,Parttime,0.5
Computer_Application,Male,Fulltime,0.5
Computer_Application,Female,Fulltime,0.5
Computer_Application,Male,Fulltime,0.5
Computer_Application,Male,Fulltime,0.5
Computer_Application,Male,Fulltime,0.5
Computer_Application,Male,Fulltime,0.5
Computer_Application,Male,Fulltime,0.5
Computer_Application,Female,Fulltime,0.5
Computer_Application,Male,Fulltime,0.5
Computer_Application,Male,Parttime,0.5
Computer_Application,Male,Fulltime,0.5
Computer_Application,Male,Parttime,0.5
Computer_Application,Male,Fulltime,0.5
Computer_Application,Male,Fulltime,0.5
Computer_Application,Male,Fulltime,0.5
Computer_Application,Male,Parttime,0.5
Computer_Application,Male,Fulltime,0.5
Computer_Application,Female,Fulltime,0.5
Computer_Application,Male,Fulltime,0.5
Computer_Application,Male,Fulltime,0.5
Computer_Application,Male,Fulltime,0.5
Computer_Application,Male,Fulltime,0.5
Computer_Application,Male,Fulltime,0.5
Computer_Application,Male,Fulltime,0.5
Computer_Application,Male,Fulltime,0.5
Computer_Application,Male,Fulltime,0.5
Computer_Application,Male,Fulltime,0.5
Computer_Application,Male,Fulltime,0.5
Computer_Application,Male,Parttime,0.5
Computer_Networking_and_Security,Male,Fulltime,0.5
Computer_Networking_and_Security,Male,Fulltime,0.5
Computer_Networking_and_Security,Male,Fulltime,0.5
Civil_Engineering,Male,Fulltime,0.5
Civil_Engineering,Male,Fulltime,0.5
Business_Administration,Female,Fulltime,0.5
Banking_and_Finance,Male,Fulltime,0.5
Economics,Male,Fulltime,0.5
Nursing,Female,Fulltime,0.6
Nursing,Female,Fulltime,0.6
Nursing,Female,Fulltime,0.6
Nursing,Female,Fulltime,0.6
Nursing,Female,Fulltime,0.6
Medical_Laboratory_Science,Female,Fulltime,0.6
Public_Health,Female,Fulltime,0.6
Pharmacology,Male,Parttime,0.6
Pharmacology,Female,Parttime,0.6
Computer_Application,Female,Fulltime,0.6
Computer_Application,Male,Fulltime,0.6
Computer_Application,Male,Fulltime,0.6
Computer_Application,Female,Parttime,0.6
Computer_Application,Male,Parttime,0.6
Computer_Application,Male,Fulltime,0.6
Computer_Application,Male,Fulltime,0.6
Computer_Application,Male,Parttime,0.6
Computer_Application,Male,Parttime,0.6
Computer_Application,Male,Fulltime,0.6
Computer_Application,Male,Fulltime,0.6
Computer_Application,Female,Fulltime,0.6
Computer_Application,Male,Fulltime,0.6
Computer_Application,Male,Fulltime,0.6
Computer_Application,Male,Fulltime,0.6
Computer_Application,Male,Parttime,0.6
Computer_Application,Male,Parttime,0.6
Computer_Application,Male,Fulltime,0.6
Computer_Application,Male,Fulltime,0.6
Computer_Application,Male,Fulltime,0.6
Computer_Application,Male,Parttime,0.6
Computer_Application,Male,Fulltime,0.6
Computer_Application,Male,Fulltime,0.6
Computer_Application,Male,Fulltime,0.6
Computer_Application,Male,Fulltime,0.6
Computer_Application,Male,Fulltime,0.6
Computer_Application,Male,Fulltime,0.6
Computer_Application,Male,Fulltime,0.6
Computer_Application,Male,Fulltime,0.6
Computer_Application,Male,Fulltime,0.6
Computer_Application,Male,Fulltime,0.6
Computer_Application,Female,Fulltime,0.6
Computer_Application,Male,Fulltime,0.6
Computer_Application,Male,Parttime,0.6
Computer_Application,Female,Fulltime,0.6
Computer_Application,Male,Fulltime,0.6
Computer_Application,Female,Fulltime,0.6
Computer_Multimedia,Female,Fulltime,0.6
Computer_Multimedia,Female,Fulltime,0.6
Computer_Networking_and_Security,Male,Fulltime,0.6
Computer_Networking_and_Security,Male,Fulltime,0.6
Business_Administration,Male,Fulltime,0.6
Business_Administration,Male,Fulltime,0.6
Business_Administration,Female,Fulltime,0.6
Accounting_and_Finance,Male,Fulltime,0.6
Medicine_and_General_Surgery,Male,Fulltime,0.7
Medicine_and_General_Surgery,Female,Fulltime,0.7
Medicine_and_General_Surgery,Female,Fulltime,0.7
Nursing,Male,Fulltime,0.7
Medical_Laboratory_Science,Female,Fulltime,0.7
Medical_Laboratory_Science,Male,Fulltime,0.7
Public_Health,Female,Fulltime,0.7
Computer_Application,Male,Fulltime,0.7
Computer_Application,Male,Fulltime,0.7
Computer_Application,Male,Parttime,0.7
Computer_Application,Male,Fulltime,0.7
Computer_Application,Male,Fulltime,0.7
Computer_Application,Male,Fulltime,0.7
Computer_Application,Male,Parttime,0.7
Computer_Application,Male,Parttime,0.7
Computer_Application,Male,Parttime,0.7
Computer_Application,Male,Fulltime,0.7
Computer_Application,Male,Fulltime,0.7
Computer_Application,Male,Parttime,0.7
Computer_Application,Male,Fulltime,0.7
Computer_Application,Male,Fulltime,0.7
Computer_Application,Male,Fulltime,0.7
Computer_Application,Male,Fulltime,0.7
Computer_Application,Male,Fulltime,0.7
Computer_Application,Male,Fulltime,0.7
Computer_Application,Male,Fulltime,0.7
Computer_Application,Male,Fulltime,0.7
Computer_Application,Male,Parttime,0.7
Computer_Application,Male,Parttime,0.7
Computer_Application,Female,Fulltime,0.7
Computer_Application,Male,Fulltime,0.7
Computer_Application,Male,Fulltime,0.7
Computer_Application,Male,Fulltime,0.7
Computer_Application,Male,Fulltime,0.7
Computer_Application,Male,Fulltime,0.7
Computer_Application,Male,Fulltime,0.7
Computer_Application,Male,Parttime,0.7
Computer_Application,Male,Parttime,0.7
Computer_Application,Male,Parttime,0.7
Computer_Application,Female,Parttime,0.7
Computer_Application,Male,Fulltime,0.7
Computer_Application,Male,Fulltime,0.7
Computer_Application,Male,Parttime,0.7
Computer_Application,Male,Fulltime,0.7
Computer_Application,Male,Fulltime,0.7
Computer_Application,Male,Fulltime,0.7
Computer_Application,Male,Fulltime,0.7
Computer_Application,Male,Fulltime,0.7
Computer_Application,Male,Fulltime,0.7
Computer_Application,Male,Fulltime,0.7
Computer_Application,Female,Fulltime,0.7
Computer_Application,Male,Fulltime,0.7
Computer_Application,Male,Fulltime,0.7
Computer_Application,Male,Fulltime,0.7
Computer_Application,Male,Fulltime,0.7
Computer_Application,Male,Parttime,0.7
Computer_Application,Male,Fulltime,0.7
Computer_Application,Male,Fulltime,0.7
Computer_Networking_and_Security,Male,Fulltime,0.7
Computer_Networking_and_Security,Female,Fulltime,0.7
Computer_Networking_and_Security,Male,Fulltime,0.7
Electrical_and_Electronics,Male,Fulltime,0.7
Business_Administration,Female,Fulltime,0.7
Business_Administration,Male,Parttime,0.7
Business_Administration,Male,Fulltime,0.7
Accounting_and_Finance,Male,Fulltime,0.7
Accounting_and_Finance,Male,Fulltime,0.7
Banking_and_Finance,Female,Fulltime,0.7
Economics,Male,Fulltime,0.7
Economics,Male,Fulltime,0.7
Medicine_and_General_Surgery,Male,Fulltime,0.8
Medicine_and_General_Surgery,Male,Fulltime,0.8
Medicine_and_General_Surgery,Female,Fulltime,0.8
Medicine_and_General_Surgery,Male,Fulltime,0.8
Nursing,Female,Fulltime,0.8
Nursing,Female,Fulltime,0.8
Nursing,Female,Fulltime,0.8
Medical_Laboratory_Science,Female,Fulltime,0.8
Medical_Laboratory_Science,Male,Fulltime,0.8
Medical_Laboratory_Science,Male,Fulltime,0.8
Medical_Laboratory_Science,Male,Fulltime,0.8
Medical_Laboratory_Science,Female,Fulltime,0.8
Medical_Laboratory_Science,Female,Fulltime,0.8
Public_Health,Female,Fulltime,0.8
Public_Health,Male,Fulltime,0.8
Pharmacology,Male,Parttime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Parttime,0.8
Computer_Application,Male,Parttime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Parttime,0.8
Computer_Application,Male,Parttime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Parttime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Parttime,0.8
Computer_Application,Male,Parttime,0.8
Computer_Application,Male,Parttime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Parttime,0.8
Computer_Application,Male,Parttime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Parttime,0.8
Computer_Application,Male,Parttime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Parttime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Female,Fulltime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Parttime,0.8
Computer_Application,Male,Parttime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Parttime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Application,Male,Fulltime,0.8
Computer_Multimedia,Male,Fulltime,0.8
Computer_Networking_and_Security,Male,Fulltime,0.8
Electrical_and_Electronics,Male,Fulltime,0.8
Electrical_and_Electronics,Male,Fulltime,0.8
Civil_Engineering,Male,Fulltime,0.8
Civil_Engineering,Male,Fulltime,0.8
Business_Administration,Male,Fulltime,0.8
Accounting_and_Finance,Male,Fulltime,0.8
Public_Administration,Male,Fulltime,0.8
Public_Administration,Male,Fulltime,0.8
Public_Administration,Male,Fulltime,0.8
Economics,Male,Fulltime,0.8
Medical_Laboratory_Science,Male,Fulltime,0.9
Medical_Laboratory_Science,Male,Fulltime,0.9
Medical_Laboratory_Science,Male,Fulltime,0.9
Public_Health,Male,Fulltime,0.9
Public_Health,Female,Fulltime,0.9
Public_Health,Female,Fulltime,0.9
Public_Health,Male,Fulltime,0.9
Public_Health,Female,Fulltime,0.9
Computer_Application,Male,Parttime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Female,Parttime,0.9
Computer_Application,Male,Parttime,0.9
Computer_Application,Male,Parttime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Male,Parttime,0.9
Computer_Application,Male,Parttime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Female,Fulltime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Male,Parttime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Male,Parttime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Male,Parttime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Male,Parttime,0.9
Computer_Application,Female,Parttime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Male,Parttime,0.9
Computer_Application,Male,Parttime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Male,Parttime,0.9
Computer_Application,Male,Parttime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Female,Fulltime,0.9
Computer_Application,Female,Fulltime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Male,Parttime,0.9
Computer_Application,Male,Parttime,0.9
Computer_Application,Male,Parttime,0.9
Computer_Application,Male,Parttime,0.9
Computer_Application,Male,Parttime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Application,Male,Fulltime,0.9
Computer_Networking_and_Security,Male,Fulltime,0.9
Civil_Engineering,Male,Fulltime,0.9
Civil_Engineering,Male,Fulltime,0.9
Civil_Engineering,Male,Fulltime,0.9
Business_Administration,Male,Fulltime,0.9
Business_Administration,Male,Parttime,0.9
Public_Administration,Female,Fulltime,0.9
Medicine_and_General_Surgery,Male,Fulltime,1
Medicine_and_General_Surgery,Female,Fulltime,1
Medicine_and_General_Surgery,Female,Fulltime,1
Medicine_and_General_Surgery,Male,Fulltime,1
Medicine_and_General_Surgery,Female,Fulltime,1
Nursing,Female,Fulltime,1
Nursing,Female,Fulltime,1
Nursing,Female,Fulltime,1
Nursing,Female,Fulltime,1
Nursing,Female,Fulltime,1
Medical_Laboratory_Science,Female,Fulltime,1
Medical_Laboratory_Science,Female,Fulltime,1
Medical_Laboratory_Science,Female,Fulltime,1
Medical_Laboratory_Science,Female,Fulltime,1
Medical_Laboratory_Science,Female,Fulltime,1
Medical_Laboratory_Science,Male,Fulltime,1
Medical_Laboratory_Science,Male,Fulltime,1
Medical_Laboratory_Science,Female,Fulltime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Parttime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Parttime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Female,Fulltime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Parttime,1
Computer_Application,Female,Fulltime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Parttime,1
Computer_Application,Male,Parttime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Parttime,1
Computer_Application,Male,Parttime,1
Computer_Application,Female,Parttime,1
Computer_Application,Male,Parttime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Parttime,1
Computer_Application,Male,Parttime,1
Computer_Application,Male,Parttime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Parttime,1
Computer_Application,Male,Parttime,1
Computer_Application,Male,Parttime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Parttime,1
Computer_Application,Female,Fulltime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Parttime,1
Computer_Application,Female,Fulltime,1
Computer_Application,Female,Fulltime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Fulltime,1
Computer_Application,Male,Fulltime,1
Computer_Networking_and_Security,Male,Fulltime,1
Computer_Networking_and_Security,Male,Fulltime,1
Electrical_and_Electronics,Male,Fulltime,1
Electrical_and_Electronics,Male,Fulltime,1
Electrical_and_Electronics,Male,Fulltime,1
Civil_Engineering,Male,Fulltime,1
Civil_Engineering,Male,Fulltime,1
Civil_Engineering,Female,Fulltime,1
Business_Administration,Male,Parttime,1
Business_Administration,Male,Fulltime,1
Business_Administration,Male,Fulltime,1
Business_Administration,Male,Parttime,1
Accounting_and_Finance,Male,Fulltime,1
Accounting_and_Finance,Male,Fulltime,1
Public_Administration,Male,Fulltime,1
Medicine_and_General_Surgery,Male,Fulltime,1.1
Medicine_and_General_Surgery,Male,Fulltime,1.1
Medical_Laboratory_Science,Female,Fulltime,1.1
Medical_Laboratory_Science,Male,Fulltime,1.1
Medical_Laboratory_Science,Female,Fulltime,1.1
Medical_Laboratory_Science,Female,Fulltime,1.1
Medical_Laboratory_Science,Male,Fulltime,1.1
Pharmacology,Female,Parttime,1.1
Midwifery,Female,Fulltime,1.1
Computer_Application,Male,Fulltime,1.1
Computer_Application,Male,Fulltime,1.1
Computer_Application,Male,Fulltime,1.1
Computer_Application,Male,Fulltime,1.1
Computer_Application,Male,Fulltime,1.1
Computer_Application,Male,Fulltime,1.1
Computer_Application,Male,Fulltime,1.1
Computer_Application,Female,Fulltime,1.1
Computer_Application,Male,Fulltime,1.1
Computer_Application,Male,Fulltime,1.1
Computer_Application,Male,Fulltime,1.1
Computer_Application,Male,Fulltime,1.1
Computer_Application,Female,Fulltime,1.1
Computer_Application,Male,Parttime,1.1
Computer_Application,Male,Parttime,1.1
Computer_Application,Male,Parttime,1.1
Computer_Application,Male,Parttime,1.1
Computer_Application,Male,Parttime,1.1
Computer_Application,Male,Parttime,1.1
Computer_Application,Male,Fulltime,1.1
Computer_Application,Male,Fulltime,1.1
Computer_Application,Male,Fulltime,1.1
Computer_Application,Female,Fulltime,1.1
Computer_Application,Male,Fulltime,1.1
Computer_Application,Male,Fulltime,1.1
Computer_Application,Male,Fulltime,1.1
Computer_Application,Male,Fulltime,1.1
Computer_Application,Male,Fulltime,1.1
Computer_Application,Male,Fulltime,1.1
Computer_Application,Male,Parttime,1.1
Computer_Application,Male,Parttime,1.1
Computer_Application,Female,Parttime,1.1
Computer_Application,Male,Parttime,1.1
Computer_Application,Male,Fulltime,1.1
Computer_Application,Male,Fulltime,1.1
Computer_Application,Male,Fulltime,1.1
Computer_Application,Male,Fulltime,1.1
Computer_Application,Female,Fulltime,1.1
Computer_Application,Male,Parttime,1.1
Computer_Application,Male,Parttime,1.1
Computer_Application,Male,Parttime,1.1
Computer_Application,Male,Fulltime,1.1
Computer_Application,Male,Fulltime,1.1
Computer_Application,Male,Fulltime,1.1
Computer_Application,Male,Parttime,1.1
Computer_Application,Male,Fulltime,1.1
Computer_Application,Male,Fulltime,1.1
Computer_Application,Male,Fulltime,1.1
Computer_Application,Male,Fulltime,1.1
Computer_Application,Female,Fulltime,1.1
Computer_Application,Female,Fulltime,1.1
Computer_Application,Female,Parttime,1.1
Computer_Application,Male,Fulltime,1.1
Computer_Application,Male,Parttime,1.1
Computer_Application,Female,Fulltime,1.1
Computer_Multimedia,Male,Fulltime,1.1
Electrical_and_Electronics,Male,Fulltime,1.1
Civil_Engineering,Male,Fulltime,1.1
Civil_Engineering,Male,Fulltime,1.1
Business_Administration,Male,Fulltime,1.1
Business_Administration,Male,Fulltime,1.1
Business_Administration,Male,Parttime,1.1
Business_Administration,Male,Fulltime,1.1
Business_Administration,Female,Parttime,1.1
Accounting_and_Finance,Male,Fulltime,1.1
Accounting_and_Finance,Male,Fulltime,1.1
Economics,Male,Fulltime,1.1
Medicine_and_General_Surgery,Male,Fulltime,1.2
Nursing,Male,Fulltime,1.2
Nursing,Female,Fulltime,1.2
Medical_Laboratory_Science,Female,Fulltime,1.2
Medical_Laboratory_Science,Female,Fulltime,1.2
Midwifery,Female,Fulltime,1.2
Computer_Application,Male,Fulltime,1.2
Computer_Application,Male,Fulltime,1.2
Computer_Application,Male,Fulltime,1.2
Computer_Application,Male,Fulltime,1.2
Computer_Application,Male,Fulltime,1.2
Computer_Application,Male,Parttime,1.2
Computer_Application,Male,Fulltime,1.2
Computer_Application,Male,Parttime,1.2
Computer_Application,Male,Fulltime,1.2
Computer_Application,Male,Fulltime,1.2
Computer_Application,Male,Fulltime,1.2
Computer_Application,Male,Parttime,1.2
Computer_Application,Male,Parttime,1.2
Computer_Application,Male,Fulltime,1.2
Computer_Application,Female,Fulltime,1.2
Computer_Application,Male,Fulltime,1.2
Computer_Application,Male,Fulltime,1.2
Computer_Application,Male,Parttime,1.2
Computer_Application,Male,Parttime,1.2
Computer_Application,Male,Parttime,1.2
Computer_Application,Male,Fulltime,1.2
Computer_Application,Male,Fulltime,1.2
Computer_Application,Male,Fulltime,1.2
Computer_Application,Male,Parttime,1.2
Computer_Application,Male,Parttime,1.2
Computer_Application,Male,Parttime,1.2
Computer_Application,Male,Parttime,1.2
Computer_Application,Male,Parttime,1.2
Computer_Application,Male,Parttime,1.2
Computer_Application,Male,Fulltime,1.2
Computer_Application,Male,Fulltime,1.2
Computer_Application,Male,Fulltime,1.2
Computer_Application,Male,Parttime,1.2
Computer_Application,Female,Parttime,1.2
Computer_Application,Male,Parttime,1.2
Computer_Application,Male,Parttime,1.2
Computer_Application,Male,Fulltime,1.2
Computer_Application,Male,Fulltime,1.2
Computer_Application,Male,Fulltime,1.2
Computer_Application,Male,Fulltime,1.2
Computer_Application,Male,Fulltime,1.2
Computer_Application,Male,Fulltime,1.2
Computer_Application,Male,Fulltime,1.2
