Department,Gender,Mode,GPA,status
Computer_Multimedia,Male,Fulltime,0.4,Dropout
Electrical_and_Electronics,Male,Fulltime,0.4,Dropout
Civil_Engineering,Male,Fulltime,0.4,Dropout
Civil_Engineering,Male,Fulltime,0.4,Dropout
Business_Administration,Male,Fulltime,0.4,Dropout
Business_Administration,Male,Fulltime,0.4,Dropout
Accounting_and_Finance,Male,Fulltime,0.4,Dropout
Economics,Male,Fulltime,0.4,Dropout
Economics,Male,Fulltime,0.4,Dropout
Medicine_and_General_Surgery,Female,Fulltime,0.5,Dropout
Nursing,Female,Fulltime,0.5,Dropout
Medical_Laboratory_Science,Male,Fulltime,0.5,Dropout
Medical_Laboratory_Science,Male,Fulltime,0.5,Dropout
Medical_Laboratory_Science,Male,Fulltime,0.5,Dropout
Medical_Laboratory_Science,Female,Fulltime,0.5,Dropout
Medical_Laboratory_Science,Male,Fulltime,0.5,Dropout
Public_Health,Female,Fulltime,0.5,Dropout
Computer_Application,Female,Fulltime,0.5,Dropout
Computer_Application,Male,Fulltime,0.5,Dropout
Computer_Application,Male,Fulltime,0.5,Dropout
Computer_Application,Male,Parttime,0.5,Dropout
Computer_Application,Male,Fulltime,0.5,Dropout
Computer_Application,Female,Fulltime,0.5,Dropout
Computer_Application,Male,Fulltime,0.5,Dropout
Computer_Application,Male,Fulltime,0.5,Dropout
Computer_Application,Male,Fulltime,0.5,Dropout
Computer_Application,Male,Fulltime,0.5,Dropout
Computer_Application,Male,Fulltime,0.5,Dropout
Computer_Application,Female,Fulltime,0.5,Dropout
Computer_Application,Male,Fulltime,0.5,Dropout
Computer_Application,Male,Parttime,0.5,Dropout
Computer_Application,Male,Fulltime,0.5,Dropout
Computer_Application,Male,Parttime,0.5,Dropout
Computer_Application,Male,Fulltime,0.5,Dropout
Computer_Application,Male,Fulltime,0.5,Dropout
Computer_Application,Male,Fulltime,0.5,Dropout
Computer_Application,Male,Parttime,0.5,Dropout
Computer_Application,Male,Fulltime,0.5,Dropout
Computer_Application,Female,Fulltime,0.5,Dropout
Computer_Application,Male,Fulltime,0.5,Dropout
Computer_Application,Male,Fulltime,0.5,Dropout
Computer_Application,Male,Fulltime,0.5,Dropout
Computer_Application,Male,Fulltime,0.5,Dropout
Computer_Application,Male,Fulltime,0.5,Dropout
Computer_Application,Male,Fulltime,0.5,Dropout
Computer_Application,Male,Fulltime,0.5,Dropout
Computer_Application,Male,Fulltime,0.5,Dropout
Computer_Application,Male,Fulltime,0.5,Dropout
Computer_Application,Male,Fulltime,0.5,Dropout
Computer_Application,Male,Parttime,0.5,Dropout
Computer_Networking_and_Security,Male,Fulltime,0.5,Dropout
Computer_Networking_and_Security,Male,Fulltime,0.5,Dropout
Computer_Networking_and_Security,Male,Fulltime,0.5,Dropout
Civil_Engineering,Male,Fulltime,0.5,Dropout
Civil_Engineering,Male,Fulltime,0.5,Dropout
Business_Administration,Female,Fulltime,0.5,Dropout
Banking_and_Finance,Male,Fulltime,0.5,Dropout
Economics,Male,Fulltime,0.5,Dropout
Nursing,Female,Fulltime,0.6,Dropout
Nursing,Female,Fulltime,0.6,Dropout
Nursing,Female,Fulltime,0.6,Dropout
Nursing,Female,Fulltime,0.6,Dropout
Nursing,Female,Fulltime,0.6,Dropout
Medical_Laboratory_Science,Female,Fulltime,0.6,Dropout
Public_Health,Female,Fulltime,0.6,Dropout
Pharmacology,Male,Parttime,0.6,Dropout
Pharmacology,Female,Parttime,0.6,Dropout
Computer_Application,Female,Fulltime,0.6,Dropout
Computer_Application,Male,Fulltime,0.6,Dropout
Computer_Application,Male,Fulltime,0.6,Dropout
Computer_Application,Female,Parttime,0.6,Dropout
Computer_Application,Male,Parttime,0.6,Dropout
Computer_Application,Male,Fulltime,0.6,Dropout
Computer_Application,Male,Fulltime,0.6,Dropout
Computer_Application,Male,Parttime,0.6,Dropout
Computer_Application,Male,Parttime,0.6,Dropout
Computer_Application,Male,Fulltime,0.6,Dropout
Computer_Application,Male,Fulltime,0.6,Dropout
Computer_Application,Female,Fulltime,0.6,Dropout
Computer_Application,Male,Fulltime,0.6,Dropout
Computer_Application,Male,Fulltime,0.6,Dropout
Computer_Application,Male,Fulltime,0.6,Dropout
Computer_Application,Male,Parttime,0.6,Dropout
Computer_Application,Male,Parttime,0.6,Dropout
Computer_Application,Male,Fulltime,0.6,Dropout
Computer_Application,Male,Fulltime,0.6,Dropout
Computer_Application,Male,Fulltime,0.6,Dropout
Computer_Application,Male,Parttime,0.6,Dropout
Computer_Application,Male,Fulltime,0.6,Dropout
Computer_Application,Male,Fulltime,0.6,Dropout
Computer_Application,Male,Fulltime,0.6,Dropout
Computer_Application,Male,Fulltime,0.6,Dropout
Computer_Application,Male,Fulltime,0.6,Dropout
Computer_Application,Male,Fulltime,0.6,Dropout
Computer_Application,Male,Fulltime,0.6,Dropout
Computer_Application,Male,Fulltime,0.6,Dropout
Computer_Application,Male,Fulltime,0.6,Dropout
Computer_Application,Male,Fulltime,0.6,Dropout
Computer_Application,Female,Fulltime,0.6,Dropout
Computer_Application,Male,Fulltime,0.6,Dropout
Computer_Application,Male,Parttime,0.6,Dropout
Computer_Application,Female,Fulltime,0.6,Dropout
Computer_Application,Male,Fulltime,0.6,Dropout
Computer_Application,Female,Fulltime,0.6,Dropout
Computer_Multimedia,Female,Fulltime,0.6,Dropout
Computer_Multimedia,Female,Fulltime,0.6,Dropout
Computer_Networking_and_Security,Male,Fulltime,0.6,Dropout
Computer_Networking_and_Security,Male,Fulltime,0.6,Dropout
Business_Administration,Male,Fulltime,0.6,Dropout
Business_Administration,Male,Fulltime,0.6,Dropout
Business_Administration,Female,Fulltime,0.6,Dropout
Accounting_and_Finance,Male,Fulltime,0.6,Dropout
Medicine_and_General_Surgery,Male,Fulltime,0.7,Dropout
Medicine_and_General_Surgery,Female,Fulltime,0.7,Dropout
Medicine_and_General_Surgery,Female,Fulltime,0.7,Dropout
Nursing,Male,Fulltime,0.7,Dropout
Medical_Laboratory_Science,Female,Fulltime,0.7,Dropout
Medical_Laboratory_Science,Male,Fulltime,0.7,Dropout
Public_Health,Female,Fulltime,0.7,Dropout
Computer_Application,Male,Fulltime,0.7,Dropout
Computer_Application,Male,Fulltime,0.7,Dropout
Computer_Application,Male,Parttime,0.7,Dropout
Computer_Application,Male,Fulltime,0.7,Dropout
Computer_Application,Male,Fulltime,0.7,Dropout
Computer_Application,Male,Fulltime,0.7,Dropout
Computer_Application,Male,Parttime,0.7,Dropout
Computer_Application,Male,Parttime,0.7,Dropout
Computer_Application,Male,Parttime,0.7,Dropout
Computer_Application,Male,Fulltime,0.7,Dropout
Computer_Application,Male,Fulltime,0.7,Dropout
Computer_Application,Male,Parttime,0.7,Dropout
Computer_Application,Male,Fulltime,0.7,Dropout
Computer_Application,Male,Fulltime,0.7,Dropout
Computer_Application,Male,Fulltime,0.7,Dropout
Computer_Application,Male,Fulltime,0.7,Dropout
Computer_Application,Male,Fulltime,0.7,Dropout
Computer_Application,Male,Fulltime,0.7,Dropout
Computer_Application,Male,Fulltime,0.7,Dropout
Computer_Application,Male,Fulltime,0.7,Dropout
Computer_Application,Male,Parttime,0.7,Dropout
Computer_Application,Male,Parttime,0.7,Dropout
Computer_Application,Female,Fulltime,0.7,Dropout
Computer_Application,Male,Fulltime,0.7,Dropout
Computer_Application,Male,Fulltime,0.7,Dropout
Computer_Application,Male,Fulltime,0.7,Dropout
Computer_Application,Male,Fulltime,0.7,Dropout
Computer_Application,Male,Fulltime,0.7,Dropout
Computer_Application,Male,Fulltime,0.7,Dropout
Computer_Application,Male,Parttime,0.7,Dropout
Computer_Application,Male,Parttime,0.7,Dropout
Computer_Application,Male,Parttime,0.7,Dropout
Computer_Application,Female,Parttime,0.7,Dropout
Computer_Application,Male,Fulltime,0.7,Dropout
Computer_Application,Male,Fulltime,0.7,Dropout
Computer_Application,Male,Parttime,0.7,Dropout
Computer_Application,Male,Fulltime,0.7,Dropout
Computer_Application,Male,Fulltime,0.7,Dropout
Computer_Application,Male,Fulltime,0.7,Dropout
Computer_Application,Male,Fulltime,0.7,Dropout
Computer_Application,Male,Fulltime,0.7,Dropout
Computer_Application,Male,Fulltime,0.7,Dropout
Computer_Application,Male,Fulltime,0.7,Dropout
Computer_Application,Female,Fulltime,0.7,Dropout
Computer_Application,Male,Fulltime,0.7,Dropout
Computer_Application,Male,Fulltime,0.7,Dropout
Computer_Application,Male,Fulltime,0.7,Dropout
Computer_Application,Male,Fulltime,0.7,Dropout
Computer_Application,Male,Parttime,0.7,Dropout
Computer_Application,Male,Fulltime,0.7,Dropout
Computer_Application,Male,Fulltime,0.7,Dropout
Computer_Networking_and_Security,Male,Fulltime,0.7,Dropout
Computer_Networking_and_Security,Female,Fulltime,0.7,Dropout
Computer_Networking_and_Security,Male,Fulltime,0.7,Dropout
Electrical_and_Electronics,Male,Fulltime,0.7,Dropout
Business_Administration,Female,Fulltime,0.7,Dropout
Business_Administration,Male,Parttime,0.7,Dropout
Business_Administration,Male,Fulltime,0.7,Dropout
Accounting_and_Finance,Male,Fulltime,0.7,Dropout
Accounting_and_Finance,Male,Fulltime,0.7,Dropout
Banking_and_Finance,Female,Fulltime,0.7,Dropout
Economics,Male,Fulltime,0.7,Dropout
Economics,Male,Fulltime,0.7,Dropout
Medicine_and_General_Surgery,Male,Fulltime,0.8,Dropout
Medicine_and_General_Surgery,Male,Fulltime,0.8,Dropout
Medicine_and_General_Surgery,Female,Fulltime,0.8,Dropout
Medicine_and_General_Surgery,Male,Fulltime,0.8,Dropout
Nursing,Female,Fulltime,0.8,Dropout
Nursing,Female,Fulltime,0.8,Dropout
Nursing,Female,Fulltime,0.8,Dropout
Medical_Laboratory_Science,Female,Fulltime,0.8,Dropout
Medical_Laboratory_Science,Male,Fulltime,0.8,Dropout
Medical_Laboratory_Science,Male,Fulltime,0.8,Dropout
Medical_Laboratory_Science,Male,Fulltime,0.8,Dropout
Medical_Laboratory_Science,Female,Fulltime,0.8,Dropout
Medical_Laboratory_Science,Female,Fulltime,0.8,Dropout
Public_Health,Female,Fulltime,0.8,Dropout
Public_Health,Male,Fulltime,0.8,Dropout
Pharmacology,Male,Parttime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Parttime,0.8,Dropout
Computer_Application,Male,Parttime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Parttime,0.8,Dropout
Computer_Application,Male,Parttime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Parttime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Parttime,0.8,Dropout
Computer_Application,Male,Parttime,0.8,Dropout
Computer_Application,Male,Parttime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Parttime,0.8,Dropout
Computer_Application,Male,Parttime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Parttime,0.8,Dropout
Computer_Application,Male,Parttime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Parttime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Female,Fulltime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Parttime,0.8,Dropout
Computer_Application,Male,Parttime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Parttime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Application,Male,Fulltime,0.8,Dropout
Computer_Multimedia,Male,Fulltime,0.8,Dropout
Computer_Networking_and_Security,Male,Fulltime,0.8,Dropout
Electrical_and_Electronics,Male,Fulltime,0.8,Dropout
Electrical_and_Electronics,Male,Fulltime,0.8,Dropout
Civil_Engineering,Male,Fulltime,0.8,Dropout
Civil_Engineering,Male,Fulltime,0.8,Dropout
Business_Administration,Male,Fulltime,0.8,Dropout
Accounting_and_Finance,Male,Fulltime,0.8,Dropout
Public_Administration,Male,Fulltime,0.8,Dropout
Public_Administration,Male,Fulltime,0.8,Dropout
Public_Administration,Male,Fulltime,0.8,Dropout
Economics,Male,Fulltime,0.8,Dropout
Medical_Laboratory_Science,Male,Fulltime,0.9,Dropout
Medical_Laboratory_Science,Male,Fulltime,0.9,Dropout
Medical_Laboratory_Science,Male,Fulltime,0.9,Dropout
Public_Health,Male,Fulltime,0.9,Dropout
Public_Health,Female,Fulltime,0.9,Dropout
Public_Health,Female,Fulltime,0.9,Dropout
Public_Health,Male,Fulltime,0.9,Dropout
Public_Health,Female,Fulltime,0.9,Dropout
Computer_Application,Male,Parttime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Female,Parttime,0.9,Dropout
Computer_Application,Male,Parttime,0.9,Dropout
Computer_Application,Male,Parttime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Male,Parttime,0.9,Dropout
Computer_Application,Male,Parttime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Female,Fulltime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Male,Parttime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Male,Parttime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Male,Parttime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Male,Parttime,0.9,Dropout
Computer_Application,Female,Parttime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Male,Parttime,0.9,Dropout
Computer_Application,Male,Parttime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Male,Parttime,0.9,Dropout
Computer_Application,Male,Parttime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Female,Fulltime,0.9,Dropout
Computer_Application,Female,Fulltime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Male,Parttime,0.9,Dropout
Computer_Application,Male,Parttime,0.9,Dropout
Computer_Application,Male,Parttime,0.9,Dropout
Computer_Application,Male,Parttime,0.9,Dropout
Computer_Application,Male,Parttime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Application,Male,Fulltime,0.9,Dropout
Computer_Networking_and_Security,Male,Fulltime,0.9,Dropout
Civil_Engineering,Male,Fulltime,0.9,Dropout
Civil_Engineering,Male,Fulltime,0.9,Dropout
Civil_Engineering,Male,Fulltime,0.9,Dropout
Business_Administration,Male,Fulltime,0.9,Dropout
Business_Administration,Male,Parttime,0.9,Dropout
Public_Administration,Female,Fulltime,0.9,Dropout
Medicine_and_General_Surgery,Male,Fulltime,1,Dropout
Medicine_and_General_Surgery,Female,Fulltime,1,Dropout
Medicine_and_General_Surgery,Female,Fulltime,1,Dropout
Medicine_and_General_Surgery,Male,Fulltime,1,Dropout
Medicine_and_General_Surgery,Female,Fulltime,1,Dropout
Nursing,Female,Fulltime,1,Dropout
Nursing,Female,Fulltime,1,Dropout
Nursing,Female,Fulltime,1,Dropout
Nursing,Female,Fulltime,1,Dropout
Nursing,Female,Fulltime,1,Dropout
Medical_Laboratory_Science,Female,Fulltime,1,Dropout
Medical_Laboratory_Science,Female,Fulltime,1,Dropout
Medical_Laboratory_Science,Female,Fulltime,1,Dropout
Medical_Laboratory_Science,Female,Fulltime,1,Dropout
Medical_Laboratory_Science,Female,Fulltime,1,Dropout
Medical_Laboratory_Science,Male,Fulltime,1,Dropout
Medical_Laboratory_Science,Male,Fulltime,1,Dropout
Medical_Laboratory_Science,Female,Fulltime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Parttime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Parttime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Female,Fulltime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Parttime,1,Dropout
Computer_Application,Female,Fulltime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Parttime,1,Dropout
Computer_Application,Male,Parttime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Parttime,1,Dropout
Computer_Application,Male,Parttime,1,Dropout
Computer_Application,Female,Parttime,1,Dropout
Computer_Application,Male,Parttime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Parttime,1,Dropout
Computer_Application,Male,Parttime,1,Dropout
Computer_Application,Male,Parttime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Parttime,1,Dropout
Computer_Application,Male,Parttime,1,Dropout
Computer_Application,Male,Parttime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Parttime,1,Dropout
Computer_Application,Female,Fulltime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Parttime,1,Dropout
Computer_Application,Female,Fulltime,1,Dropout
Computer_Application,Female,Fulltime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Application,Male,Fulltime,1,Dropout
Computer_Networking_and_Security,Male,Fulltime,1,Dropout
Computer_Networking_and_Security,Male,Fulltime,1,Dropout
Electrical_and_Electronics,Male,Fulltime,1,Dropout
Electrical_and_Electronics,Male,Fulltime,1,Dropout
